Product Name,Brand,Category,MRP,Discounted Price,Rating,Number of Reviews,Product URL
Men Printed T-shirt,Roadster,Men's T-Shirts,699.0,300.0,4.1,1200,https://www.myntra.com/tshirts/roadster/roadster-men-graphic-printed-regular-fit-t-shirt/24400406/buy
Men Cotton T-shirt with Mask,VEIRDO,Men's T-Shirts,999.0,339.0,4.3,28,https://www.myntra.com/tshirts/veirdo/veirdo-men-solid-pure-cotton-sleeveless-t-shirt-with-mask/29881662/buy
Breathable Training Tee,Puma,Men's T-Shirts,1799.0,989.0,4.4,21,https://www.myntra.com/tshirts/puma/puma-train-all-day-mens-breathable-training-tee/35720668/buy
Pure Cotton T-shirt,Sztori,Men's T-Shirts,1599.0,639.0,4.4,65,https://www.myntra.com/tshirts/sztori/sztori-men-plus-size-pure-cotton-t-shirt/30922167/buy
Crew Neck Lounge Tshirt,Pepe Jeans,Men's T-Shirts,799.0,679.0,3.8,18,https://www.myntra.com/lounge-tshirts/pepe+jeans/pepe-jeans-men-crew-neck-relaxed-fit-lounge-tshirt/32762106/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,2199.0,1473.0,4.7,10,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-self-design-polo-collar-pure-cotton-slim-fit-t-shirt/32410338/buy
Polo Collar Lounge Tshirts,Lux Cozi,Men's T-Shirts,,,4.2,1200,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138200/buy
Men Printed T-shirt,NOBERO,Men's T-Shirts,1799.0,499.0,4.3,184,https://www.myntra.com/tshirts/nobero/nobero-men-printed-t-shirt/31715532/buy
Polo Collar T-shirt,Raymond,Men's T-Shirts,1699.0,714.0,4.3,112,https://www.myntra.com/tshirts/raymond/raymond-polo-collar-t-shirt/26760098/buy
Unisex Slim T-shirt,MuscleBlaze,Men's T-Shirts,899.0,599.0,4.5,26,https://www.myntra.com/tshirts/muscleblaze/muscleblaze-unisex-brand-logo-printed-round-neck-slim-t-shirt/32635723/buy
Polo Collar Cotton T-shirt,Rigo,Men's T-Shirts,1499.0,599.0,4.2,2100,https://www.myntra.com/tshirts/rigo/rigo-polo-collar-long-sleeve-cotton-t-shirt/25181282/buy
Polo Collar Cotton T-shirt,KINGDOM OF WHITE,Men's T-Shirts,1499.0,1199.0,4.2,126,https://www.myntra.com/tshirts/kingdom+of+white/kingdom-of-white-polo-collar-short-sleeve-pure-cotton-regular-t-shirt/24986860/buy
Regular Fit Cotton T-Shirt,Kappa,Men's T-Shirts,999.0,649.0,4.8,23,https://www.myntra.com/tshirts/kappa/kappa-round-neck-drop-shoulder-regular-fit-cotton-t-shirt/33084949/buy
Antimicrobial Training T-shirt,Technosport,Men's T-Shirts,,,4.3,340,https://www.myntra.com/tshirts/technosport/technosport-colourblocked-polo-collar-antimicrobial-training-t-shirt/24946364/buy
Men V-Neck T-shirt,The Souled Store,Men's T-Shirts,,,4.5,48,https://www.myntra.com/tshirts/the+souled+store/the-souled-store-men-v-neck-t-shirt/30537474/buy
Striped Polo Collar Pure Cotton T-shirt,Roadster,Men's T-Shirts,1599.0,687.0,4.1,2100,https://www.myntra.com/tshirts/roadster/roadster-men-white-striped-polo-collar-pure-cotton-t-shirt/12504226/buy
Polo Collar Cotton T-shirt,XYXX,Men's T-Shirts,699.0,599.0,3.9,287,https://www.myntra.com/tshirts/xyxx/xyxx-polo-collar-pure-cotton-t-shirt/29132510/buy
Men Polo Collar Pockets T-shirt,Celio,Men's T-Shirts,2699.0,1619.0,4.3,9,https://www.myntra.com/tshirts/celio/celio-men-polo-collar-pockets-t-shirt/32582116/buy
Ultralyte Men Running T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,350.0,4.3,20600,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-ultralyte-men-black-running-t-shirt/10106341/buy
Men Colourblocked T-shirt,Cantabil,Men's T-Shirts,1499.0,674.0,4.3,15,https://www.myntra.com/tshirts/cantabil/cantabil-men-colourblocked-polo-collar-t-shirt/36001548/buy
Cotton Slim Fit T-shirt,U.S. Polo Assn.,Men's T-Shirts,2299.0,1540.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-men-striped-pure-cotton-slim-fit-t-shirt/32410462/buy
Crew Neck Lounge Tshirt,Pepe Jeans,Men's T-Shirts,799.0,679.0,4.5,24,https://www.myntra.com/lounge-tshirts/pepe+jeans/pepe-jeans-men-crew-neck-relaxed-fit-lounge-tshirt/33353185/buy
Outline Graphic T-Shirt,Puma,Men's T-Shirts,1599.0,719.0,4.4,361,https://www.myntra.com/tshirts/puma/puma-outline-graphic-slim-fit-t-shirt/31636866/buy
Moisture Wicking T-shirt,CULT,Men's T-Shirts,1099.0,604.0,4.7,16,https://www.myntra.com/tshirts/cult/cult-running-essential-moisture-wicking-tank-t-shirt/31750676/buy
Oversized Pure Cotton T-shirt,Stormborn,Men's T-Shirts,999.0,489.0,4.3,6500,https://www.myntra.com/tshirts/stormborn/stormborn-graphic-printed-oversized-drop-shoulder-sleeves-pure-cotton-t-shirt/25072090/buy
Printed Round Neck Pure Cotton T-shirt,Roadster,Men's T-Shirts,1099.0,373.0,4.0,634,https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-printed-round-neck-pure-cotton-t-shirt/12504682/buy
Men Noam Crew Neck T-Shirt,RARE RABBIT,Men's T-Shirts,1499.0,1349.0,4.9,16,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-solid-round-neck-cotton-t-shirt/30265630/buy
Striped Regular Fit T-shirt,max,Men's T-Shirts,699.0,549.0,4.5,891,https://www.myntra.com/tshirts/max/max-striped-polo-collar-short-sleeves-regular-fit-t-shirt/28003754/buy
Men Printed Anti Odour T-shirt,Organic Chics,Men's T-Shirts,1499.0,399.0,4.2,272,https://www.myntra.com/tshirts/organic+chics/mens-oversized-graphic-print-cotton-t-shirt/32942221/buy
Pure Cotton Slim Fit T-shirt,U.S. Polo Assn. Denim Co.,Men's T-Shirts,1299.0,870.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn.+denim+co./us-polo-assn-denim-co-brand-logo-printed-pure-cotton-slim-fit-t-shirt/34032162/buy
Cotton Polo Collar T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,899.0,386.0,4.2,156,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-polo-collar-cotton-t-shirt/29714124/buy
Men Typography Printed T-shirt,NOBERO,Men's T-Shirts,1499.0,499.0,4.2,235,https://www.myntra.com/tshirts/nobero/nobero-men-typography-printed-t-shirt/33055564/buy
Cotton Slim Fit Polo T-shirt,U.S. Polo Assn.,Men's T-Shirts,1899.0,1367.0,,0,https://www.myntra.com/tshirts/u.s.+polo+assn./us-polo-assn-brand-logo-print-pure-cotton-slim-fit-polo-t-shirt/34032919/buy
Solid V-Neck Lounge T-shirt,Levis,Men's T-Shirts,649.0,434.0,4.4,559,https://www.myntra.com/lounge-tshirts/levis/levis-men-pure-cotton-v-neck-short-sleeve-tshirt/12027420/buy
Men Solid Oversized T-shirt,Maniac,Men's T-Shirts,1999.0,689.0,4.3,185,https://www.myntra.com/tshirts/maniac/maniac-men-solid-round-neck-cotton-oversized-t-shirt/30641227/buy
Men Printed Cotton T-shirt,United Colors of Benetton,Men's T-Shirts,1499.0,974.0,,0,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-men-graphic-printed-round-neck-pure-cotton-t-shirt/32011553/buy
Brand Logo Printed T-shirt,HRX by Hrithik Roshan,Men's T-Shirts,699.0,300.0,4.3,90,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-brand-logo-print-rapid-dry-training-t-shirt/30250430/buy
Polo Collar T-shirt,max,Men's T-Shirts,,,4.2,32,https://www.myntra.com/tshirts/max/max-polo-collar-short-sleeves-t-shirt/34839517/buy
Men Ark Regular Fit Polo,RARE RABBIT,Men's T-Shirts,3499.0,1924.0,3.9,87,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-ark-polo-collar-solid-t-shirt/29996744/buy
Polo Collar Cotton T-shirt,XYXX,Men's T-Shirts,699.0,599.0,3.9,461,https://www.myntra.com/tshirts/xyxx/xyxx-polo-collar-pure-cotton-t-shirt/29132512/buy
Men Polo Collar T-shirt,The Indian Garage Co,Men's T-Shirts,1549.0,488.0,4.3,559,https://www.myntra.com/tshirts/the+indian+garage+co/the-indian-garage-co-men-solid-polo-collar-t-shirt/23053386/buy
Men Printed Pockets Slim Fit T-shirt,Mufti,Men's T-Shirts,1399.0,573.0,4.5,39,https://www.myntra.com/tshirts/mufti/mufti-men-printed-pockets-slim-fit-t-shirt/30323617/buy
Polo Collar T-shirt,TRIPR,Men's T-Shirts,999.0,396.0,3.6,44,https://www.myntra.com/tshirts/tripr/tripr-polo-collar-long-sleeves-t-shirt/33948012/buy
Men Oversized Cotton T Shirt,NOBERO,Men's T-Shirts,1799.0,499.0,4.5,595,https://www.myntra.com/tshirts/nobero/nobero-men-graphic-printed-oversized-cotton-t-shirt/26858778/buy
Men Solid Cotton T-shirt,NOBERO,Men's T-Shirts,2299.0,799.0,3.5,23,https://www.myntra.com/tshirts/nobero/nobero-men-solid-polo-collar-cotton-t-shirt/34251706/buy
